,0,1,2
0,cx,cy,peak value
1,707.8647537580763,518.5707711534717,0.9616092443466187
2,708.540958270555,518.4949396258828,0.882544994354248
3,708.6744467571868,518.594710444047,0.946147084236145
4,708.9453743681661,518.7750297751907,0.9279618263244629
5,708.8203305930253,518.9203508697404,0.9339621067047119
6,708.7434497643097,518.9819211096885,0.9497902393341064
7,708.866061059713,519.1014937101457,0.9120379686355591
8,708.3965737368399,519.0843647081772,0.8637271523475647
9,707.9052306636175,519.0283476295162,0.8612828254699707
10,708.2740240849533,518.5519785363304,0.8659639954566956
11,708.4267207126933,518.5684997181008,0.9244158267974854
12,708.3727842828486,518.6461159705341,0.9116780161857605
13,708.4997828054438,518.7998278120018,0.8907356858253479
14,708.6752128273442,518.9288369584514,0.9190303087234497
15,708.859634396101,519.172888303654,0.9097340106964111
16,708.7917359221767,519.1098493380589,0.8456665277481079
17,708.7492078998862,518.9796769937439,0.8565006256103516
18,709.0088221740472,519.1217286877396,0.8953076004981995
19,708.4743251335232,518.8190009002022,0.8455597162246704
20,708.5046373420698,519.068508386353,0.8846566677093506
21,708.3589047498455,518.893961296518,0.8702746629714966
22,708.5279516832851,519.0194387589083,0.8958685994148254
23,708.4642252144772,518.6786059173771,0.8629636168479919
24,708.3056200313385,518.9454951801426,0.8767436742782593
25,708.196732324875,519.1192081691732,0.9210658073425293
26,708.023209575475,518.8368654717538,0.8572020530700684
27,707.7986341890917,518.9319108860552,0.8918105363845825
28,708.0906132219851,518.8336382196014,0.8699164390563965
29,708.1408453058262,518.9535320574962,0.8930293321609497
30,708.2850982669089,519.1655853768777,0.8956769108772278
31,707.8898745242791,518.965738712677,0.8555039167404175
32,708.4310874682884,518.8314150962194,0.8581148386001587
33,708.1915764612107,519.1508236812591,0.8893226385116577
34,707.7418065002463,518.957845717629,0.8366687893867493
35,708.3519813067358,518.8945862900473,0.8698775172233582
36,708.2536685024021,519.1734611545556,0.899918794631958
37,707.9122586938761,519.0324103542853,0.8522998094558716
38,708.1168943704496,518.7199820984695,0.8591541647911072
39,708.0517879865278,518.9463007666491,0.915703296661377
40,707.8909645637436,519.2173412700479,0.9073275327682495
41,708.1167986816066,518.8868542683106,0.8649185299873352
42,708.0571739125588,519.1237601588855,0.9067657589912415
43,707.61245465831,519.0312811698052,0.8529011011123657
44,707.8235633735001,518.6910350865554,0.8726782202720642
45,708.3513115525294,518.6617307537766,0.8791601061820984
46,708.283564023654,518.8825152652719,0.9077931642532349
47,707.9569212125102,519.0472811696484,0.9169635772705078
48,708.5436911845875,518.7734408605727,0.8474706411361694
49,708.5213508801488,519.0502498543908,0.9001953601837158
50,708.1577291469055,519.0214476671448,0.8635803461074829
51,707.9000374712152,518.9164154133421,0.8656814098358154
52,708.6421421805503,518.8346139765956,0.8572219610214233
